53 AMZN 100 184.305955 BOT_28 EXCHANGE 2026-03-24_19:18:12
54 GOOGL 100 169.007232 EXCHANGE BOT_34 2026-03-24_19:18:13
55 AAPL 100 180.562482 EXCHANGE BOT_33 2026-03-24_19:18:13
56 AAPL 100 180.816576 BOT_10 EXCHANGE 2026-03-24_19:18:14
57 GOOGL 100 169.268583 BOT_10 EXCHANGE 2026-03-24_19:18:14
58 TSLA 100 251.238846 BOT_39 EXCHANGE 2026-03-24_19:18:15
59 MSFT 100 420.571099 EXCHANGE BOT_17 2026-03-24_19:18:15
60 GOOGL 80 169.523825 BOT_2 EXCHANGE 2026-03-24_19:18:15
61 TSLA 76 250.990406 EXCHANGE BOT_7 2026-03-24_19:18:16
62 GOOGL 100 169.773211 BOT_6 EXCHANGE 2026-03-24_19:18:16
63 TSLA 69 250.748135 EXCHANGE BOT_8 2026-03-24_19:18:16
64 MSFT 100 420.340672 EXCHANGE BOT_38 2026-03-24_19:18:17
65 TSLA 66 250.511754 EXCHANGE BOT_5 2026-03-24_19:18:17
66 MSFT 71 420.116054 EXCHANGE BOT_26 2026-03-24_19:18:18
67 AMZN 100 184.025665 EXCHANGE BOT_11 2026-03-24_19:18:18
68 AMZN 96 184.298697 BOT_26 EXCHANGE 2026-03-24_19:18:18
69 MSFT 63 419.896979 EXCHANGE BOT_29 2026-03-24_19:18:19
70 MSFT 100 419.683186 EXCHANGE BOT_9 2026-03-24_19:18:19
71 GOOGL 100 170.016995 BOT_27 EXCHANGE 2026-03-24_19:18:20
72 TSLA 80 250.280997 EXCHANGE BOT_20 2026-03-24_19:18:20
73 MSFT 91 419.474416 EXCHANGE BOT_23 2026-03-24_19:18:20
74 AMZN 100 184.564957 BOT_9 EXCHANGE 2026-03-24_19:18:21
75 TSLA 100 250.506433 BOT_6 EXCHANGE 2026-03-24_19:18:21
76 AMZN 100 184.824736 BOT_28 EXCHANGE 2026-03-24_19:18:21
77 AMZN 83 185.078315 BOT_29 EXCHANGE 2026-03-24_19:18:21
78 AAPL 100 180.568586 EXCHANGE BOT_28 2026-03-24_19:18:22
79 MSFT 100 419.270432 EXCHANGE BOT_6 2026-03-24_19:18:22
80 AMZN 93 185.325954 BOT_5 EXCHANGE 2026-03-24_19:18:22
81 AMZN 100 185.567913 BOT_26 EXCHANGE 2026-03-24_19:18:23
82 MSFT 100 419.071006 EXCHANGE BOT_33 2026-03-24_19:18:23
83 GOOGL 100 170.255414 BOT_33 EXCHANGE 2026-03-24_19:18:24
84 MSFT 98 418.875921 EXCHANGE BOT_27 2026-03-24_19:18:24
85 TSLA 67 250.286216 EXCHANGE BOT_31 2026-03-24_19:18:24
86 GOOGL 100 170.022243 EXCHANGE BOT_39 2026-03-24_19:18:25
87 GOOGL 90 170.250546 BOT_10 EXCHANGE 2026-03-24_19:18:25
88 AMZN 94 185.331553 EXCHANGE BOT_19 2026-03-24_19:18:25
89 TSLA 100 250.070893 EXCHANGE BOT_5 2026-03-24_19:18:25
90 AMZN 100 185.562821 BOT_39 EXCHANGE 2026-03-24_19:18:26
91 GOOGL 100 170.474141 BOT_33 EXCHANGE 2026-03-24_19:18:26
92 TSLA 60 250.281557 BOT_2 EXCHANGE 2026-03-24_19:18:26
93 AAPL 99 180.811048 BOT_32 EXCHANGE 2026-03-24_19:18:27
94 AMZN 100 185.336694 EXCHANGE BOT_17 2026-03-24_19:18:27
95 TSLA 100 250.075395 EXCHANGE BOT_11 2026-03-24_19:18:27
96 MSFT 100 418.684972 EXCHANGE BOT_20 2026-03-24_19:18:28
97 GOOGL 100 170.693230 BOT_7 EXCHANGE 2026-03-24_19:18:28
98 AAPL 100 180.574189 EXCHANGE BOT_11 2026-03-24_19:18:29
99 AAPL 100 180.806000 BOT_18 EXCHANGE 2026-03-24_19:18:29
100 GOOGL 100 170.478681 EXCHANGE BOT_39 2026-03-24_19:18:29
101 AMZN 100 185.558173 BOT_30 EXCHANGE 2026-03-24_19:18:30
102 TSLA 50 249.873482 EXCHANGE BOT_34 2026-03-24_19:18:30
103 GOOGL 70 170.268263 EXCHANGE BOT_7 2026-03-24_19:18:30
104 AMZN 100 185.775105 BOT_5 EXCHANGE 2026-03-24_19:18:30
105 GOOGL 100 170.061806 EXCHANGE BOT_29 2026-03-24_19:18:31
106 AAPL 100 181.032857 BOT_1 EXCHANGE 2026-03-24_19:18:31
107 TSLA 100 250.071274 BOT_26 EXCHANGE 2026-03-24_19:18:31
108 TSLA 96 250.265194 BOT_9 EXCHANGE 2026-03-24_19:18:32
109 MSFT 100 418.497962 EXCHANGE BOT_28 2026-03-24_19:18:32
110 AMZN 100 185.562754 EXCHANGE BOT_40 2026-03-24_19:18:32
111 AAPL 100 180.810991 EXCHANGE BOT_31 2026-03-24_19:18:33
112 MSFT 100 418.680761 BOT_12 EXCHANGE 2026-03-24_19:18:33
113 AMZN 83 185.354568 EXCHANGE BOT_9 2026-03-24_19:18:33
114 AAPL 100 180.593662 EXCHANGE BOT_11 2026-03-24_19:18:34
115 AMZN 100 185.150367 EXCHANGE BOT_37 2026-03-24_19:18:34
116 TSLA 100 250.075039 EXCHANGE BOT_26 2026-03-24_19:18:34
117 AAPL 100 180.380672 EXCHANGE BOT_33 2026-03-24_19:18:35
118 MSFT 100 418.859985 BOT_13 EXCHANGE 2026-03-24_19:18:35
119 TSLA 100 249.888413 EXCHANGE BOT_26 2026-03-24_19:18:36
120 AAPL 100 180.171830 EXCHANGE BOT_25 2026-03-24_19:18:36
121 TSLA 100 250.071617 BOT_7 EXCHANGE 2026-03-24_19:18:36
122 GOOGL 77 169.859130 EXCHANGE BOT_22 2026-03-24_19:18:36
123 AMZN 100 184.949973 EXCHANGE BOT_8 2026-03-24_19:18:37
124 GOOGL 100 169.660076 EXCHANGE BOT_17 2026-03-24_19:18:37
125 MSFT 100 418.683829 EXCHANGE BOT_1 2026-03-24_19:18:37
126 AMZN 59 185.146729 BOT_4 EXCHANGE 2026-03-24_19:18:37
127 AAPL 100 179.966955 EXCHANGE BOT_8 2026-03-24_19:18:38
128 MSFT 66 418.856343 BOT_13 EXCHANGE 2026-03-24_19:18:38
129 TSLA 100 250.251606 BOT_26 EXCHANGE 2026-03-24_19:18:39
130 AAPL 100 179.765873 EXCHANGE BOT_25 2026-03-24_19:18:39
131 AAPL 100 179.568417 EXCHANGE BOT_31 2026-03-24_19:18:39
132 GOOGL 98 169.464480 EXCHANGE BOT_2 2026-03-24_19:18:39
133 AAPL 100 179.374428 EXCHANGE BOT_39 2026-03-24_19:18:40
134 AMZN 100 185.339995 BOT_34 EXCHANGE 2026-03-24_19:18:40
135 AAPL 100 179.564873 BOT_8 EXCHANGE 2026-03-24_19:18:40
136 GOOGL 100 169.272193 EXCHANGE BOT_25 2026-03-24_19:18:41
137 AAPL 59 179.377430 EXCHANGE BOT_4 2026-03-24_19:18:41
138 TSLA 89 250.428526 BOT_18 EXCHANGE 2026-03-24_19:18:41
139 MSFT 59 419.025756 BOT_22 EXCHANGE 2026-03-24_19:18:42
140 GOOGL 100 169.083069 EXCHANGE BOT_1 2026-03-24_19:18:42
141 MSFT 72 419.192213 BOT_23 EXCHANGE 2026-03-24_19:18:42
142 GOOGL 100 169.268946 BOT_13 EXCHANGE 2026-03-24_19:18:43
143 AMZN 100 185.150152 EXCHANGE BOT_20 2026-03-24_19:18:43
144 AMZN 99 184.963493 EXCHANGE BOT_5 2026-03-24_19:18:43
145 MSFT 66 419.028289 EXCHANGE BOT_14 2026-03-24_19:18:43
146 TSLA 100 250.254661 EXCHANGE BOT_13 2026-03-24_19:18:44
147 AMZN 100 185.147084 BOT_22 EXCHANGE 2026-03-24_19:18:44
148 AAPL 100 179.193032 EXCHANGE BOT_38 2026-03-24_19:18:44
149 TSLA 100 250.083594 EXCHANGE BOT_36 2026-03-24_19:18:45
150 AAPL 100 179.374266 BOT_33 EXCHANGE 2026-03-24_19:18:45
151 AMZN 100 185.327765 BOT_5 EXCHANGE 2026-03-24_19:18:46
152 TSLA 100 249.915198 EXCHANGE BOT_33 2026-03-24_19:18:46
