AMZN 184.650000 86 2026-03-24_19:17:58
AMZN 184.989839 100 2026-03-24_19:17:58
AMZN 184.659671 82 2026-03-24_19:17:59
AMZN 184.338756 100 2026-03-24_19:17:59
AMZN 184.026684 100 2026-03-24_19:18:04
AMZN 183.723066 85 2026-03-24_19:18:11
AMZN 184.018383 58 2026-03-24_19:18:11
AMZN 184.305955 100 2026-03-24_19:18:12
AMZN 184.025665 100 2026-03-24_19:18:18
AMZN 184.298697 96 2026-03-24_19:18:18
AMZN 184.564957 100 2026-03-24_19:18:21
AMZN 184.824736 100 2026-03-24_19:18:21
AMZN 185.078315 83 2026-03-24_19:18:21
AMZN 185.325954 93 2026-03-24_19:18:22
AMZN 185.567913 100 2026-03-24_19:18:23
AMZN 185.331553 94 2026-03-24_19:18:25
AMZN 185.562821 100 2026-03-24_19:18:26
AMZN 185.336694 100 2026-03-24_19:18:27
AMZN 185.558173 100 2026-03-24_19:18:30
AMZN 185.775105 100 2026-03-24_19:18:30
AMZN 185.562754 100 2026-03-24_19:18:32
AMZN 185.354568 83 2026-03-24_19:18:33
AMZN 185.150367 100 2026-03-24_19:18:34
AMZN 184.949973 100 2026-03-24_19:18:37
AMZN 185.146729 59 2026-03-24_19:18:37
AMZN 185.339995 100 2026-03-24_19:18:40
AMZN 185.150152 100 2026-03-24_19:18:43
AMZN 184.963493 99 2026-03-24_19:18:43
AMZN 185.147084 100 2026-03-24_19:18:44
AMZN 185.327765 100 2026-03-24_19:18:46
TSLA 250.000000 0 2026-03-24_19:17:56
TSLA 250.350000 79 2026-03-24_19:17:57
TSLA 250.689274 100 2026-03-24_19:17:59
TSLA 251.018309 56 2026-03-24_19:18:00
TSLA 250.699206 52 2026-03-24_19:18:01
TSLA 250.389458 100 2026-03-24_19:18:02
TSLA 250.690340 100 2026-03-24_19:18:03
TSLA 250.982712 100 2026-03-24_19:18:07
TSLA 251.266956 100 2026-03-24_19:18:09
TSLA 250.990704 100 2026-03-24_19:18:09
TSLA 250.721867 100 2026-03-24_19:18:10
TSLA 250.983737 81 2026-03-24_19:18:10
TSLA 251.238846 100 2026-03-24_19:18:15
TSLA 250.990406 76 2026-03-24_19:18:16
TSLA 250.748135 69 2026-03-24_19:18:16
TSLA 250.511754 66 2026-03-24_19:18:17
TSLA 250.280997 80 2026-03-24_19:18:20
TSLA 250.506433 100 2026-03-24_19:18:21
TSLA 250.286216 67 2026-03-24_19:18:24
TSLA 250.070893 100 2026-03-24_19:18:25
TSLA 250.281557 60 2026-03-24_19:18:26
TSLA 250.075395 100 2026-03-24_19:18:27
TSLA 249.873482 50 2026-03-24_19:18:30
TSLA 250.071274 100 2026-03-24_19:18:31
TSLA 250.265194 96 2026-03-24_19:18:32
TSLA 250.075039 100 2026-03-24_19:18:34
TSLA 249.888413 100 2026-03-24_19:18:36
TSLA 250.071617 100 2026-03-24_19:18:36
TSLA 250.251606 100 2026-03-24_19:18:39
TSLA 250.428526 89 2026-03-24_19:18:41
TSLA 250.254661 100 2026-03-24_19:18:44
TSLA 250.083594 100 2026-03-24_19:18:45
TSLA 249.915198 100 2026-03-24_19:18:46
GOOGL 170.000000 0 2026-03-24_19:17:56
GOOGL 169.650000 100 2026-03-24_19:17:58
GOOGL 169.309896 100 2026-03-24_19:17:59
GOOGL 168.979261 100 2026-03-24_19:18:01
GOOGL 168.657683 94 2026-03-24_19:18:01
GOOGL 168.970357 100 2026-03-24_19:18:03
GOOGL 169.274739 100 2026-03-24_19:18:05
GOOGL 169.571179 100 2026-03-24_19:18:06
GOOGL 169.282288 100 2026-03-24_19:18:08
GOOGL 169.000681 100 2026-03-24_19:18:09
GOOGL 169.275144 100 2026-03-24_19:18:11
GOOGL 169.007232 100 2026-03-24_19:18:13
GOOGL 169.268583 100 2026-03-24_19:18:14
GOOGL 169.523825 80 2026-03-24_19:18:15
GOOGL 169.773211 100 2026-03-24_19:18:16
GOOGL 170.016995 100 2026-03-24_19:18:20
GOOGL 170.255414 100 2026-03-24_19:18:24
GOOGL 170.022243 100 2026-03-24_19:18:25
GOOGL 170.250546 90 2026-03-24_19:18:25
GOOGL 170.474141 100 2026-03-24_19:18:26
GOOGL 170.693230 100 2026-03-24_19:18:28
GOOGL 170.478681 100 2026-03-24_19:18:29
GOOGL 170.268263 70 2026-03-24_19:18:30
GOOGL 170.061806 100 2026-03-24_19:18:31
GOOGL 169.859130 77 2026-03-24_19:18:36
GOOGL 169.660076 100 2026-03-24_19:18:37
GOOGL 169.464480 98 2026-03-24_19:18:39
GOOGL 169.272193 100 2026-03-24_19:18:41
GOOGL 169.083069 100 2026-03-24_19:18:42
GOOGL 169.268946 100 2026-03-24_19:18:43
